,img_path,labels
19,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9127-9.jpg,0
20,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5704-0.jpg,0
21,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-3908-0.jpg,0
22,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6718-0.jpg,0
23,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9108-3.jpg,0
24,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-395-0.jpg,0
25,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9114-5.jpg,0
26,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4181-2.jpg,0
27,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9116-4.jpg,0
28,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-5721-0.jpg,0
29,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-1888-0.jpg,0
30,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4182-3.jpg,0
31,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9150-3.jpg,0
32,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4766-0.jpg,0
33,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5802-7.jpg,0
34,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9389-0.jpg,0
35,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-6257-1.jpg,0
36,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9310-0.jpg,0
37,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5811-4.jpg,0
38,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5865-0.jpg,0
39,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5419-1.jpg,0
40,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5378-1.jpg,0
41,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5751-10.jpg,0
42,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9744-1.jpg,0
43,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6747-1.jpg,0
44,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-8864-2.jpg,0
45,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4119-0.jpg,0
46,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9284-3.jpg,0
47,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5682-0.jpg,0
48,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9071-2.jpg,0
49,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5772-2.jpg,0
50,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5709-2.jpg,0
51,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-8908-0.jpg,0
52,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9276-2.jpg,0
53,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6621-0.jpg,0
54,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5406-3.jpg,0
55,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4191-8.jpg,0
56,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5743-4.jpg,0
57,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4602-0.jpg,0
58,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9869-0.jpg,0
59,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9850-0.jpg,0
60,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9321-1.jpg,0
61,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9173-2.jpg,0
62,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5479-2.jpg,0
63,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4856-0.jpg,0
64,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9448-1.jpg,0
65,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9529-0.jpg,0
66,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4148-1.jpg,0
67,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5378-1.jpg,0
68,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9144-5.jpg,0
69,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5544-0.jpg,0
70,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-1870-0.jpg,0
71,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9692-1.jpg,0
72,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5483-8.jpg,0
73,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9089-3.jpg,0
74,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9374-2.jpg,0
75,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9764-0.jpg,0
76,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6870-2.jpg,0
77,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9013-0.jpg,0
78,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-6488-0.jpg,0
79,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9350-1.jpg,0
80,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9798-0.jpg,0
81,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9325-1.jpg,0
82,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6856-2.jpg,0
83,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5819-7.jpg,0
84,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4150-3.jpg,0
85,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5784-3.jpg,0
86,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5493-1.jpg,0
87,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4058-0.jpg,0
88,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4152-0.jpg,0
89,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9096-9.jpg,0
90,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5755-9.jpg,0
91,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9211-3.jpg,0
92,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4221-2.jpg,0
93,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4753-2.jpg,0
94,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5795-3.jpg,0
95,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5744-15.jpg,0
96,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9280-0.jpg,0
97,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-1907-0.jpg,0
98,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5477-1.jpg,0
99,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9189-0.jpg,0
100,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5752-6.jpg,0
101,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5738-8.jpg,0
102,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6913-2.jpg,0
103,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5784-9.jpg,0
104,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4438-0.jpg,0
105,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5746-6.jpg,0
106,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5739-7.jpg,0
107,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5765-7.jpg,0
108,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4539-1.jpg,0
109,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-12239-0.jpg,0
110,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4054-0.jpg,0
111,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6926-1.jpg,0
112,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9344-0.jpg,0
113,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9120-6.jpg,0
114,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9138-14.jpg,0
115,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-6413-0.jpg,0
116,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4841-0.jpg,0
117,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4155-6.jpg,0
118,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5802-1.jpg,0
119,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4112-1.jpg,0
120,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5888-1.jpg,0
121,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5860-3.jpg,0
122,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5424-0.jpg,0
123,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5928-0.jpg,0
124,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5786-8.jpg,0
125,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5214-0.jpg,0
126,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9138-15.jpg,0
127,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5733-9.jpg,0
128,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9135-10.jpg,0
129,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-8930-0.jpg,0
130,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5463-5.jpg,0
131,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4578-3.jpg,0
132,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5289-0.jpg,0
133,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4492-0.jpg,0
134,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4775-1.jpg,0
135,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-628-0.jpg,0
136,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5443-1.jpg,0
137,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-145-0.jpg,0
138,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4197-4.jpg,0
139,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9145-6.jpg,0
140,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-12304-0.jpg,0
141,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6858-1.jpg,0
142,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5909-4.jpg,0
143,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5798-8.jpg,0
144,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5859-3.jpg,0
145,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9204-5.jpg,0
146,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-8245-0.jpg,0
147,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9105-16.jpg,0
148,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9094-0.jpg,0
149,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4553-2.jpg,0
150,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9131-3.jpg,0
151,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5896-1.jpg,0
152,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9872-1.jpg,0
153,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-8858-1.jpg,0
154,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9633-1.jpg,0
155,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9074-0.jpg,0
156,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5752-1.jpg,0
157,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-11923-0.jpg,0
158,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-77-0.jpg,0
159,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5863-1.jpg,0
160,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-19-0.jpg,0
161,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6897-2.jpg,0
162,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-125-0.jpg,0
163,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5897-3.jpg,0
164,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-12207-1.jpg,0
165,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4505-0.jpg,0
166,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5817-3.jpg,0
167,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9503-0.jpg,0
168,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9288-3.jpg,0
169,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5661-1.jpg,0
170,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9117-8.jpg,0
171,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-959-0.jpg,0
172,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9208-5.jpg,0
173,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9275-2.jpg,0
174,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5473-0.jpg,0
175,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9841-0.jpg,0
176,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9138-8.jpg,0
177,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-6331-0.jpg,0
178,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5813-5.jpg,0
179,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5755-4.jpg,0
180,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5887-2.jpg,0
181,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4542-1.jpg,0
182,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-6901-1.jpg,0
183,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9095-4.jpg,0
184,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4709-0.jpg,0
185,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-8852-1.jpg,0
186,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4582-1.jpg,0
187,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4186-6.jpg,0
188,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9122-2.jpg,0
189,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4291-0.jpg,0
190,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9181-3.jpg,0
191,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4208-0.jpg,0
192,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5674-1.jpg,0
193,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5773-16.jpg,0
194,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5420-1.jpg,0
195,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5264-0.jpg,0
196,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5785-1.jpg,0
197,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4176-10.jpg,0
198,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4222-0.jpg,0
199,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5703-0.jpg,0
200,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5857-4.jpg,0
201,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-1007-0.jpg,0
202,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9186-3.jpg,0
203,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-4614-0.jpg,0
204,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5500-1.jpg,0
205,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9137-4.jpg,0
206,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-958-0.jpg,0
207,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-8279-0.jpg,0
208,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4170-1.jpg,0
209,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5699-0.jpg,0
210,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4191-2.jpg,0
211,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-92-0.jpg,0
212,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5732-0.jpg,0
213,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-9234-0.jpg,0
214,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5297-0.jpg,0
215,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4478-0.jpg,0
216,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5825-7.jpg,0
217,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-348-0.jpg,0
218,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9173-4.jpg,0
219,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9160-6.jpg,0
220,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9176-6.jpg,0
221,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-115-0.jpg,0
222,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9110-5.jpg,0
223,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5724-7.jpg,0
224,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-99-0.jpg,0
225,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9100-6.jpg,0
226,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9148-12.jpg,0
227,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5536-1.jpg,0
228,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9187-3.jpg,0
229,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5721-5.jpg,0
230,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-5418-1.jpg,0
231,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5773-14.jpg,0
232,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9161-2.jpg,0
233,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9173-7.jpg,0
234,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5922-2.jpg,0
235,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5773-7.jpg,0
236,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-8914-0.jpg,0
237,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5511-0.jpg,0
238,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5770-15.jpg,0
239,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-8840-2.jpg,0
240,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_2-5803-3.jpg,0
241,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4224-2.jpg,0
242,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_0-120-0.jpg,0
243,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-9167-1.jpg,0
244,/kaggle/input/binary-cropped-crown-of-thorns-dataset/cots_crops/cotscrop-video_1-4183-11.jpg,0
